"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:CPI(5.0.0)","GTM.CPI._T.IX.A","OBS_VALUE","Guatemala","Consumer price index (CPI)","All Items","Index","Annual","Units","73.96150244908788","76.7364358557688","79.57567168932125","82.13358440531105","85.6333385501828","91.52930371994112","97.21013944685742","99.9999999999999","101.4884159108616"
"IMF.STA:CPI(5.0.0)","IDN.CPI._T.IX.A","OBS_VALUE","Indonesia","Consumer price index (CPI)","All Items","Index","Annual","Units","87.32819416666665","90.12125333333332","92.85245416666665","94.63506833333332","96.11144999999998","100.1572275","103.8323833333333","106.0975","108.1275"
"IMF.STA:CPI(5.0.0)","PNG.CPI._T.IX.A","OBS_VALUE","Papua New Guinea","Consumer price index (CPI)","All Items","Index","Annual","Units","132.7","138.5049471876835","143.9463535260192","150.958950584046","157.7273312085198","166.01312523562","169.8292688009265","170.8523269753722","178.4064150673632"
"IMF.STA:CPI(5.0.0)","UZB.CPI._T.IX.A","OBS_VALUE","Uzbekistan, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","65.82636760628565","77.36189852360575","88.59928363374648","100","110.8492397508122","123.5377572691174","135.8379061359042","148.9167256628924","162.0160193497858"
"IMF.STA:CPI(5.0.0)","CMR.CPI._T.IX.A","OBS_VALUE","Cameroon","Consumer price index (CPI)","All Items","Index","Annual","Units","86.74991339986942","87.67714688737648","89.82769382307098","92.01734161214178","94.10784460391298","99.98739889200362","107.3692824184679","112.236668590101","116.0569068934743"
"IMF.STA:CPI(5.0.0)","COL.CPI._T.IX.A","OBS_VALUE","Colombia","Consumer price index (CPI)","All Items","Index","Annual","Units","95.9557725","99.06528583333335","102.555375","105.146575","108.8215083333333","119.896525","133.9674666666667","142.8214916666667","150.1657"
"IMF.STA:CPI(5.0.0)","BLZ.CPI._T.IX.A","OBS_VALUE","Belize","Consumer price index (CPI)","All Items","Index","Annual","Units","99.90040701119678","100.17012075008","100.3575083791027","100.4793771627472","103.7305246580112","110.2415789008636","115.0810080208722","118.8666666666666","120.13"
"IMF.STA:CPI(5.0.0)","VCT.CPI._T.IX.A","OBS_VALUE","St. Vincent and the Grenadines","Consumer price index (CPI)","All Items","Index","Annual","Units","107.925","110.4333333333333","111.4416666666667","110.7416666666667","112.4833333333333","118.85","124.275","128.7833333333334","129.8333333333333"
"IMF.STA:CPI(5.0.0)","KWT.CPI._T.IX.A","OBS_VALUE","Kuwait","Consumer price index (CPI)","All Items","Index","Annual","Units","112.3481333795654","112.9583333333333","114.1916666666667","116.5916666666666","120.5833333333334","125.3833333333333","129.95","133.7166666666666","136.875"
"IMF.STA:CPI(5.0.0)","PLW.CPI._T.IX.A","OBS_VALUE","Palau, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","100.725","102.85","103.125","103.35","106.05","119.15","134.425","137.425","136.85"
"IMF.STA:CPI(5.0.0)","NIC.CPI._T.IX.A","OBS_VALUE","Nicaragua","Consumer price index (CPI)","All Items","Index","Annual","Units","204.6321025833334","214.75573825","226.3016293333333","234.6336330833333","246.1973498333334","271.9678714166668","294.7796078333332","308.4123935833332","314.8314463333332"
"IMF.STA:CPI(5.0.0)","ALB.CPI._T.IX.A","OBS_VALUE","Albania","Consumer price index (CPI)","All Items","Index","Annual","Units","79.93470028879862","81.55582367628588","82.70665039251742","84.04723142023942","85.7630318066569","91.5307695504423","95.88611985159985","98.01083521214788","100.1143295573416"
"IMF.STA:CPI(5.0.0)","BGR.CPI._T.IX.A","OBS_VALUE","Bulgaria","Consumer price index (CPI)","All Items","Index","Annual","Units","66.4225933949739","68.29208700238025","70.41168861730485","71.58928254439388","73.95011406685132","85.28316052399155","93.3363141139348","95.6198051740348","99.99999885412585"
"IMF.STA:CPI(5.0.0)","ARG.CPI._T.IX.A","OBS_VALUE","Argentina","Consumer price index (CPI)","All Items","Index","Annual","Units","112.8871083333334","151.581675","232.7510916666666","330.5416833333332","490.5548583333335","845.8674583333332","1975.006925","6317.72975","8966.175"
"IMF.STA:CPI(5.0.0)","MDV.CPI._T.IX.A","OBS_VALUE","Maldives","Consumer price index (CPI)","All Items","Index","Annual","Units","97.6977263238236","97.56742355806562","97.78210089772785","96.44270685295002","96.96653511503132","99.22890340624265","102.1337952443232","103.5634618598896","107.7476396181686"
"IMF.STA:CPI(5.0.0)","ROU.CPI._T.IX.A","OBS_VALUE","Romania","Consumer price index (CPI)","All Items","Index","Annual","Units","99.77333333333335","104.3883333333333","108.3841666666667","111.2358333333333","116.8558333333333","132.9766666666667","146.8025","155.2016666666667","166.3591666666666"
"IMF.STA:CPI(5.0.0)","ETH.CPI._T.IX.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","109.1219759967969","124.2168578478749","143.8550861691586","173.1387264796152","219.6083333333334","294.0333333333332","382.8867600477095","463.437504315374","524.7486329790912"
"IMF.STA:CPI(5.0.0)","FJI.CPI._T.IX.A","OBS_VALUE","Fiji, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","94.37754310344825","98.22954022988505","99.99166666666665","98.29166666666668","99.8","105.8666666666667","109.0166666666667","113.2583333333333","111.6916666666666"
"IMF.STA:CPI(5.0.0)","LSO.CPI._T.IX.A","OBS_VALUE","Lesotho, Kingdom of","Consumer price index (CPI)","All Items","Index","Annual","Units","75.294059923474","78.8718853339728","82.96303595681642","87.09301616387358","92.36018049509962","100.0000335068141","106.3422530631386","112.834922156919","117.6530990390964"
"IMF.STA:CPI(5.0.0)","EST.CPI._T.IX.A","OBS_VALUE","Estonia, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","202.0083333333333","208.95","213.7083333333333","212.7583333333334","222.6583333333333","265.8501833333332","290.2","300.4133333333332","314.9209166666668"
"IMF.STA:CPI(5.0.0)","BRB.CPI._T.IX.A","OBS_VALUE","Barbados","Consumer price index (CPI)","All Items","Index","Annual","Units","95.95263821357825","98.93293264901855","100.5916666666666","","","107.2","110.6166666666666","112.2166666666666","113.1666666666667"
"IMF.STA:CPI(5.0.0)","GEO.CPI._T.IX.A","OBS_VALUE","Georgia","Consumer price index (CPI)","All Items","Index","Annual","Units","124.1808583333333","127.4284916666667","133.6124666666666","140.5636083333334","154.0112083333334","172.3357166666667","176.6230166666667","178.5830333333333","185.4927916666666"
"IMF.STA:CPI(5.0.0)","AUT.CPI._T.IX.A","OBS_VALUE","Austria","Consumer price index (CPI)","All Items","Index","Annual","Units","74.33319338726245","75.81865291923472","76.97935737223935","78.04314329738058","80.2023369286081","87.05712634822808","93.8598870056497","96.61741140215715","100.0252953261428"
"IMF.STA:CPI(5.0.0)","BEL.CPI._T.IX.A","OBS_VALUE","Belgium","Consumer price index (CPI)","All Items","Index","Annual","Units","77.66436483478858","79.2589423900017","80.39775038520802","80.993330337271","82.9697688751926","90.93280217428522","94.61468113336758","97.58888546481768","99.99645737031328"
"IMF.STA:CPI(5.0.0)","MLT.CPI._T.IX.A","OBS_VALUE","Malta","Consumer price index (CPI)","All Items","Index","Annual","Units","99.84779566648238","101.0038570332665","102.662400985934","103.3179465699355","104.8655380114688","111.3187075787838","116.9892464642188","118.9204987360332","121.7312055615298"
"IMF.STA:CPI(5.0.0)","CZE.CPI._T.IX.A","OBS_VALUE","Czech Republic","Consumer price index (CPI)","All Items","Index","Annual","Units","66.4602966373956","67.8888573570358","69.8222478046691","72.02953523238382","74.7953576783037","86.08958020989505","95.26781430713215","97.58788284429215","99.9885093167702"
"IMF.STA:CPI(5.0.0)","TUR.CPI._T.IX.A","OBS_VALUE","Türkiye, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","9.805896796551712","11.40744135081122","13.13872837055464","14.75202723615439","17.64290717531075","30.400287988419","46.77370336011555","74.1393370711139","100.0000000686862"
"IMF.STA:CPI(5.0.0)","DNK.CPI._T.IX.A","OBS_VALUE","Denmark","Consumer price index (CPI)","All Items","Index","Annual","Units","83.74773119605425","84.42911066584462","85.06919441019318","85.42709069735582","87.0100935059597","93.706883648445","96.8040630565831","98.13240889162898","99.99071653651185"
"IMF.STA:CPI(5.0.0)","NOR.CPI._T.IX.A","OBS_VALUE","Norway","Consumer price index (CPI)","All Items","Index","Annual","Units","76.59711238916845","78.71489336208962","80.42121974598612","81.45590702132758","84.29373352504192","89.15252815720105","94.07183081715792","97.03067337646778","99.99556673855738"
"IMF.STA:CPI(5.0.0)","MKD.CPI._T.IX.A","OBS_VALUE","North Macedonia, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","69.60053861538462","70.6155323076923","71.15675769230772","72.01069107692308","74.33717584615388","84.89656153846155","92.84446938461538","96.08450076923078","99.99753415384615"
"IMF.STA:CPI(5.0.0)","FRA.CPI._T.IX.A","OBS_VALUE","France","Consumer price index (CPI)","All Items","Index","Annual","Units","83.6820986760946","85.23089958029235","86.17547522070832","86.5861003714654","88.00813109489252","92.6042391162018","97.1218047429032","99.06331762014045","99.9982477033239"
"IMF.STA:CPI(5.0.0)","CHE.CPI._T.IX.A","OBS_VALUE","Switzerland","Consumer price index (CPI)","All Items","Index","Annual","Units","93.37766107496878","94.25198923117348","94.59401667441258","93.90738241895872","94.45374887513018","97.13153908998615","99.20568683063038","100.2595889405386","100.4143666643912"
"IMF.STA:CPI(5.0.0)","LVA.CPI._T.IX.A","OBS_VALUE","Latvia, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","68.25379436032855","69.98365554672838","71.95118247779468","72.10880226722235","74.47096359335628","87.36209815899918","95.17056288271468","96.37523078110962","99.98522831584342"
"IMF.STA:CPI(5.0.0)","LUX.CPI._T.IX.A","OBS_VALUE","Luxembourg","Consumer price index (CPI)","All Items","Index","Annual","Units","81.35126750145295","82.59447370159032","84.03436030538385","84.72340617900355","86.86429895123368","92.36802794949015","95.82388869075922","97.78936380567442","99.99670266022082"
"IMF.STA:CPI(5.0.0)","FIN.CPI._T.IX.A","OBS_VALUE","Finland","Consumer price index (CPI)","All Items","Index","Annual","Units","82.36533586043858","83.25802865411265","84.11066907149265","84.35505645227032","86.20629086166138","92.34720265753648","98.11949682073858","99.6557430504606","99.9924545528654"
"IMF.STA:CPI(5.0.0)","PRT.CPI._T.IX.A","OBS_VALUE","Portugal","Consumer price index (CPI)","All Items","Index","Annual","Units","82.67094752026985","83.49246169145058","83.7748151709071","83.76439498297478","84.82456507131515","91.46861135100325","95.41208105372735","97.71736275945218","100.0000561868205"
"IMF.STA:CPI(5.0.0)","CYP.CPI._T.IX.A","OBS_VALUE","Cyprus","Consumer price index (CPI)","All Items","Index","Annual","Units","84.45052222033755","85.66280203121022","85.877276842507","85.329016728861","87.41624014078538","94.7552557035027","98.11086326435415","99.87708464082775","100.0034579693552"
"IMF.STA:CPI(5.0.0)","BTN.CPI._T.IX.A","OBS_VALUE","Bhutan","Consumer price index (CPI)","All Items","Index","Annual","Units","74.7604378543137","76.79688516441642","78.89069876773918","83.33174433097518","89.45397292770045","94.4984315933574","98.4950955283735","101.214856061226","104.8131824848194"
"IMF.STA:CPI(5.0.0)","SVN.CPI._T.IX.A","OBS_VALUE","Slovenia, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","77.78477708825098","79.13714992766315","80.42749904819918","80.38337908322548","81.92438075839488","89.16133385365112","95.80106887230642","97.6841601309678","100.0020568415442"
"IMF.STA:CPI(5.0.0)","SWE.CPI._T.IX.A","OBS_VALUE","Sweden","Consumer price index (CPI)","All Items","Index","Annual","Units","95.885649077726","97.75880908131148","99.50297382574398","99.99786909884068","102.1610203677144","110.7111734393052","120.17545637624","123.5834118959404","124.4236175550775"
"IMF.STA:CPI(5.0.0)","SLB.CPI._T.IX.A","OBS_VALUE","Solomon Islands","Consumer price index (CPI)","All Items","Index","Annual","Units","100.0130726439791","103.475","105.1666666666667","108.2833333333333","108.1583333333333","114.12665","120.8439836666667","126.0666666666666","130.3083333333333"
"IMF.STA:CPI(5.0.0)","THA.CPI._T.IX.A","OBS_VALUE","Thailand","Consumer price index (CPI)","All Items","Index","Annual","Units","91.1575","92.13","92.78","91.995","93.1275","98.78583333333335","100","100.3983333333334","100.2641666666666"
"IMF.STA:CPI(5.0.0)","GRC.CPI._T.IX.A","OBS_VALUE","Greece","Consumer price index (CPI)","All Items","Index","Annual","Units","100.3801958333333","101.0081958333333","101.2637541666667","99.9999991666667","101.2238241666667","110.987125","114.8326083333333","117.9801916666667","120.908575"
"IMF.STA:CPI(5.0.0)","IND.CPI._T.IX.A","OBS_VALUE","India","Consumer price index (CPI)","All Items","Index","Annual","Units","70.18068769389865","72.94498319544988","75.66547052740438","80.67712512926578","84.81699715615305","90.49891675284388","95.61133014477765","100.34699327818","102.7541666666667"
"IMF.STA:CPI(5.0.0)","MEX.CPI._T.IX.A","OBS_VALUE","Mexico","Consumer price index (CPI)","All Items","Index","Annual","Units","95.57296416666665","100.2554183333333","103.9006666666666","107.43","113.5419166666666","122.5075","129.2796666666667","135.3845833333333","140.53825"
"IMF.STA:CPI(5.0.0)","ATG.CPI._T.IX.A","OBS_VALUE","Antigua and Barbuda","Consumer price index (CPI)","All Items","Index","Annual","Units","98.42600928676665","99.61416666666668","101.04","101.6725","103.77","111.585","117.2391666666666","124.5066666666667","126.2108333333333"
"IMF.STA:CPI(5.0.0)","DMA.CPI._T.IX.A","OBS_VALUE","Dominica","Consumer price index (CPI)","All Items","Index","Annual","Units","102.6933333333333","103.7091666666667","105.2695992","106.5541666666667","108.9291666666667","112.0716666666666","117.7725","120.995","124.0608333333333"
"IMF.STA:CPI(5.0.0)","GRD.CPI._T.IX.A","OBS_VALUE","Grenada","Consumer price index (CPI)","All Items","Index","Annual","Units","110.370308025","111.257798225","111.9232864833334","111.0942342166667","112.4490416666666","115.3508333333333","118.4608333333334","119.7475","120.4783333333334"
"IMF.STA:CPI(5.0.0)","PAK.CPI._T.IX.A","OBS_VALUE","Pakistan","Consumer price index (CPI)","All Items","Index","Annual","Units","106.0904284653932","111.4777611688545","123.2699128209289","135.2765455609453","148.1229687705643","177.5607201595315","232.1928299325963","261.5246631343185","270.7971564480042"
"IMF.STA:CPI(5.0.0)","DZA.CPI._T.IX.A","OBS_VALUE","Algeria","Consumer price index (CPI)","All Items","Index","Annual","Units","193.97","202.2525","206.2","211.18","226.44","247.4208333333334","270.4858333333332","281.43","285.4216666666668"
"IMF.STA:CPI(5.0.0)","HUN.CPI._T.IX.A","OBS_VALUE","Hungary","Consumer price index (CPI)","All Items","Index","Annual","Units","138.8183333333333","142.775","147.5416666666667","152.45","160.2416666666667","183.65","215.1","223.0666666666666","232.9083333333334"
"IMF.STA:CPI(5.0.0)","SMR.CPI._T.IX.A","OBS_VALUE","San Marino, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","101.4325","102.6125","103.0975","102.96","104.6233333333334","110.195","116.7316666666667","118.1816666666667","120.8941666666667"
"IMF.STA:CPI(5.0.0)","AIA.CPI._T.IX.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Consumer price index (CPI)","All Items","Index","Annual","Units","106.94","107.3425","108.2175","107.705","109.64","115.73","119.6725","119.09","118.0475"
"IMF.STA:CPI(5.0.0)","ISL.CPI._T.IX.A","OBS_VALUE","Iceland","Consumer price index (CPI)","All Items","Index","Annual","Units","66.52724535662792","68.31211658609675","70.37102451021968","72.37513781697905","75.59166242614422","81.87238854493538","89.02500848104485","94.2390594521245","98.0942385435219"
"IMF.STA:CPI(5.0.0)","HND.CPI._T.IX.A","OBS_VALUE","Honduras","Consumer price index (CPI)","All Items","Index","Annual","Units","65.50671550671548","68.35452129569772","71.33879192702722","73.81311498958558","77.12059182647415","84.1305753070459","89.7364073834662","93.8698556345615","98.18465847877612"
"IMF.STA:CPI(5.0.0)","VNM.CPI._T.IX.A","OBS_VALUE","Vietnam","Consumer price index (CPI)","All Items","Index","Annual","Units","80.64358887530738","83.49807197526625","85.8325308393205","88.59714032278245","90.22264583146062","93.0705304134963","96.09801502106682","99.57781326518175","102.8738320554094"
"IMF.STA:CPI(5.0.0)","LBY.CPI._T.IX.A","OBS_VALUE","Libya","Consumer price index (CPI)","All Items","Index","Annual","Units","79.20594984655345","89.63753490558188","87.69941109790125","88.96845364815148","91.520362741574","95.6482070281177","97.9181066659291","99.9999999999997","101.8416666666667"
"IMF.STA:CPI(5.0.0)","HRV.CPI._T.IX.A","OBS_VALUE","Croatia, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","74.55261029411765","75.67099264705882","76.2550367647059","76.37308823529415","78.32404411764705","86.76783088235292","93.65830882352938","96.44183823529412","100.0020220588236"
"IMF.STA:CPI(5.0.0)","NGA.CPI._T.IX.A","OBS_VALUE","Nigeria","Consumer price index (CPI)","All Items","Index","Annual","Units","30.63048345185595","34.3352730521351","38.2482657799972","43.31464002588922","50.65770412458752","60.2052567481775","75.051602260908","100","123.0101235833333"
"IMF.STA:CPI(5.0.0)","STP.CPI._T.IX.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","110.1048943553988","118.7686039863678","127.9378314966494","140.5004666991592","151.9340720672863","179.2907666949566","217.406036322801","248.6079927258016","276.0728021803465"
"IMF.STA:CPI(5.0.0)","TZA.CPI._T.IX.A","OBS_VALUE","Tanzania, United Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","90.4133582121815","93.5728154830209","96.81444035794928","99.99991681558132","103.6908333333333","108.2016666666666","112.3125","115.7458333333333","119.5966666666667"
"IMF.STA:CPI(5.0.0)","TON.CPI._T.IX.A","OBS_VALUE","Tonga","Consumer price index (CPI)","All Items","Index","Annual","Units","91.47164956030702","96.0745916203661","97.20783307515178","96.86786063871608","102.331703367147","113.5588883513452","120.771160752874","124.6139653247608","131.5833333333334"
"IMF.STA:CPI(5.0.0)","VUT.CPI._T.IX.A","OBS_VALUE","Vanuatu","Consumer price index (CPI)","All Items","Index","Annual","Units","151.225","154.75","159.025","167.5","171.425","182.875","203.325","205.65","207"
"IMF.STA:CPI(5.0.0)","BLR.CPI._T.IX.A","OBS_VALUE","Belarus, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","56.27322313267755","59.0150246244808","62.3187777371253","65.77631299989518","71.99893894615875","82.94974376065332","87.09772784329345","92.13660933160535","98.21650098286998"
"IMF.STA:CPI(5.0.0)","AUS.CPI._T.IX.A","OBS_VALUE","Australia","Consumer price index (CPI)","All Items","Index","Annual","Units","77.1843925","78.659695","79.9267225","80.6036225","82.91204","88.37934","93.3259475","96.28117583333332","99.04833333333332"
"IMF.STA:CPI(5.0.0)","PAN.CPI._T.IX.A","OBS_VALUE","Panama","Consumer price index (CPI)","All Items","Index","Annual","Units","94.83572945101608","95.55797784349408","95.2186669244768","93.74251534728542","95.27117770700638","97.99560116772825","99.45222106460418","100.1416492720655","99.95179284197755"
"IMF.STA:CPI(5.0.0)","MDG.CPI._T.IX.A","OBS_VALUE","Madagascar, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","108.6","117.9333333333334","124.55","129.7833333333334","137.3266666666666","148.5333333333333","163.2","175.625","189.7637333333334"
"IMF.STA:CPI(5.0.0)","KEN.CPI._T.IX.A","OBS_VALUE","Kenya","Consumer price index (CPI)","All Items","Index","Annual","Units","93.59237690134425","97.98167824659688","103.115563451546","108.6891267851205","115.3277891278858","124.1617394101013","133.6866785432532","139.6889277192494","145.3730500871002"
"IMF.STA:CPI(5.0.0)","GUY.CPI._T.IX.A","OBS_VALUE","Guyana","Consumer price index (CPI)","All Items","Index","Annual","Units","114.729812241927","116.1654099421532","118.6192762915953","119.4762223280536","124.8600581731002","133.5171811928384","137.2844938740951","141.2709541625464","145.9750274393985"
"IMF.STA:CPI(5.0.0)","DJI.CPI._T.IX.A","OBS_VALUE","Djibouti","Consumer price index (CPI)","All Items","Index","Annual","Units","89.24119314747198","89.36509240736515","92.3298973393884","93.97245115865128","95.08214161222378","100","101.4490508702909","103.5916666666666","103.2666666666666"
"IMF.STA:CPI(5.0.0)","CPV.CPI._T.IX.A","OBS_VALUE","Cabo Verde","Consumer price index (CPI)","All Items","Index","Annual","Units","98.75860856958455","99.99999999999998","101.1066667429606","101.7191666920978","103.6133331807454","111.8308333333334","115.9958331298828","117.2116666666666","119.9583333333333"
"IMF.STA:CPI(5.0.0)","NLD.CPI._T.IX.A","OBS_VALUE","Netherlands, The","Consumer price index (CPI)","All Items","Index","Annual","Units","75.5863173444303","76.87392870894175","78.8985566794025","79.9025095518763","82.04047705081498","90.24551570259358","93.70949375055535","96.84645938848245","100.0032439603511"
"IMF.STA:CPI(5.0.0)","ESP.CPI._T.IX.A","OBS_VALUE","Spain","Consumer price index (CPI)","All Items","Index","Annual","Units","80.26594474320492","81.61038436301482","82.18126450308488","81.91602199224612","84.44979523720195","91.53561977655495","94.76898861722528","97.37243288519262","100.0014231949308"
"IMF.STA:CPI(5.0.0)","IRQ.CPI._T.IX.A","OBS_VALUE","Iraq","Consumer price index (CPI)","All Items","Index","Annual","Units","89.16739042207792","89.49502840909092","89.31696428571428","89.82978896103892","95.25718344155845","100.0150568181818","104.3740665584416","107.1","107.425"
"IMF.STA:CPI(5.0.0)","ARE.CPI._T.IX.A","OBS_VALUE","United Arab Emirates","Consumer price index (CPI)","All Items","Index","Annual","Units","100.40572689363","103.4868109587132","101.4883966618076","99.37804371489035","99.55685993193225","104.8246384330088","106.5298296024562","108.3018096115487","109.6565193083333"
"IMF.STA:CPI(5.0.0)","BRN.CPI._T.IX.A","OBS_VALUE","Brunei Darussalam","Consumer price index (CPI)","All Items","Index","Annual","Units","98.36129000000002","99.36954416666668","98.98148416666665","100.9020416666667","102.6510916666667","106.4309618037181","106.8109887847447","106.3958420659184","106.073468607255"
"IMF.STA:CPI(5.0.0)","SVK.CPI._T.IX.A","OBS_VALUE","Slovak Republic","Consumer price index (CPI)","All Items","Index","Annual","Units","67.83718200408998","69.54263394683028","71.39564008179958","72.77853169734152","75.0707689161554","84.66041881390595","93.57680981595092","96.15729243353785","100.0039959100205"
"IMF.STA:CPI(5.0.0)","COG.CPI._T.IX.A","OBS_VALUE","Congo, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","96.94433633243595","98.0618902482284","100.2252071889789","102.0246219654312","103.775","106.9333333333334","111.5333333333334","114.9813152968518","117.7416666666667"
"IMF.STA:CPI(5.0.0)","AZE.CPI._T.IX.A","OBS_VALUE","Azerbaijan, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","149.5083333333334","152.9","156.891564325","161.221472575","171.9431827583333","195.7611977916667","212.9596617666667","217.6706955396022","229.9083333333334"
"IMF.STA:CPI(5.0.0)","CAF.CPI._T.IX.A","OBS_VALUE","Central African Republic","Consumer price index (CPI)","All Items","Index","Annual","Units","95.0583396605446","96.5908292138097","99.18465379581992","100.8808666941667","105.17775019","111.05","114.3583333333333","116.0477901688861","117.2105659649911"
"IMF.STA:CPI(5.0.0)","MDA.CPI._T.IX.A","OBS_VALUE","Moldova, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","49.86243461629478","51.38077266279758","53.86646321219182","55.8950587153165","58.7492903041234","75.63224874172308","85.77983544999248","89.7923889730874","96.75941746390085"
"IMF.STA:CPI(5.0.0)","POL.CPI._T.IX.A","OBS_VALUE","Poland, Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","64.044558697515","65.2056555269923","66.6580976863753","68.90745501285345","72.39074550128535","82.8363324764353","92.38646101113968","95.88847049511568","99.5458440445587"
"IMF.STA:CPI(5.0.0)","BIH.CPI._T.IX.A","OBS_VALUE","Bosnia and Herzegovina","Consumer price index (CPI)","All Items","Index","Annual","Units","99.2132","100.6191583333334","101.185425","100.1216666666666","102.1057166666666","116.4218","123.5304","",""
"IMF.STA:CPI(5.0.0)","GIN.CPI._T.IX.A","OBS_VALUE","Guinea","Consumer price index (CPI)","All Items","Index","Annual","Units","83.1750901199237","91.349219426788","99.99999999999995","110.6016203387166","124.5344252693584","137.6018735700468","148.3416666666667","160.3916666666667","166.0796389583426"
"IMF.STA:CPI(5.0.0)","KHM.CPI._T.IX.A","OBS_VALUE","Cambodia","Consumer price index (CPI)","All Items","Index","Annual","Units","169.8700833333333","174.0473333333334","177.4283333333334","182.64525","187.9798333333334","198.0249166666667","202.2378333333333","203.872","208.6655833333333"
"IMF.STA:CPI(5.0.0)","DEU.CPI._T.IX.A","OBS_VALUE","Germany","Consumer price index (CPI)","All Items","Index","Annual","Units","96.75635166666665","98.432335","99.85533166666668","100","103.0666666666667","110.15","116.7","119.3333333333333","121.925"
"IMF.STA:CPI(5.0.0)","GHA.CPI._T.IX.A","OBS_VALUE","Ghana","Consumer price index (CPI)","All Items","Index","Annual","Units","72.58872911524505","78.2570125089161","83.84741178337432","92.1376481772255","101.3247747800771","132.9947401006158","183.675","225.6416666666667","257.6933333333332"
"IMF.STA:CPI(5.0.0)","MSR.CPI._T.IX.A","OBS_VALUE","Montserrat, United Kingdom-British Overseas Territory","Consumer price index (CPI)","All Items","Index","Annual","Units","99.46083333333332","100.7675","99.68833333333335","97.8002911027672","100.3516666666666","103.3425","102.2166666666667","105.2833333333333","108.16"
"IMF.STA:CPI(5.0.0)","LCA.CPI._T.IX.A","OBS_VALUE","St. Lucia","Consumer price index (CPI)","All Items","Index","Annual","Units","99.29000325","101.21187935","101.7575","99.97083333333335","102.3808333333334","112.2633333333334","116.5508333333334","115.765","118.1116666666667"
"IMF.STA:CPI(5.0.0)","CHN.CPI._T.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","92.89882166666668","94.8262775","97.57551333333335","99.93627666666668","100.9166666666667","102.9083333333333","103.15","103.375","103.436575"
"IMF.STA:CPI(5.0.0)","ISR.CPI._T.IX.A","OBS_VALUE","Israel","Consumer price index (CPI)","All Items","Index","Annual","Units","86.95","87.65","88.36666666666668","87.85833333333332","89.15833333333332","93.09166666666668","97.025","100.0083333333333","103.05"
"IMF.STA:CPI(5.0.0)","BWA.CPI._T.IX.A","OBS_VALUE","Botswana","Consumer price index (CPI)","All Items","Index","Annual","Units","95.56176288019862","98.6560676598386","101.3916666666666","103.3083333333334","110.7888666666667","123.7130166666667","129.9823166666666","133.645675","137.2003166666667"
"IMF.STA:CPI(5.0.0)","UGA.CPI._T.IX.A","OBS_VALUE","Uganda","Consumer price index (CPI)","All Items","Index","Annual","Units","101.3976690628622","104.0502441615251","107.0339765129368","110.5803577626452","113.0181814199879","121.1507311281086","127.6334438042508","131.8751885789728","136.5974120514382"
