Country,Year,Type,Value,Lower_CI,Upper_CI,ARIMA_Order,MAPE
Singapore,1990,Historical,740.0,,,"(1, 1, 0)",
Singapore,1991,Historical,755.0,,,"(1, 1, 0)",
Singapore,1992,Historical,813.0,,,"(1, 1, 0)",
Singapore,1993,Historical,880.0,,,"(1, 1, 0)",
Singapore,1994,Historical,961.0,,,"(1, 1, 0)",
Singapore,1995,Historical,981.0,,,"(1, 1, 0)",
Singapore,1996,Historical,1046.0,,,"(1, 1, 0)",
Singapore,1997,Historical,973.0,,,"(1, 1, 0)",
Singapore,1998,Historical,969.0,,,"(1, 1, 0)",
Singapore,1999,Historical,940.0,,,"(1, 1, 0)",
Singapore,2000,Historical,845.0,,,"(1, 1, 0)",
Singapore,2001,Historical,840.0,,,"(1, 1, 0)",
Singapore,2002,Historical,907.0,,,"(1, 1, 0)",
Singapore,2003,Historical,980.0,,,"(1, 1, 0)",
Singapore,2004,Historical,1082.0,,,"(1, 1, 0)",
Singapore,2005,Historical,1287.0,,,"(1, 1, 0)",
Singapore,2006,Historical,1341.0,,,"(1, 1, 0)",
Singapore,2007,Historical,1439.0,,,"(1, 1, 0)",
Singapore,2008,Historical,1562.0,,,"(1, 1, 0)",
Singapore,2009,Historical,1665.0,,,"(1, 1, 0)",
Singapore,2010,Historical,1768.0,,,"(1, 1, 0)",
Singapore,2011,Historical,1882.0,,,"(1, 1, 0)",
Singapore,2012,Historical,1688.0,,,"(1, 1, 0)",
Singapore,2013,Historical,1696.0,,,"(1, 1, 0)",
Singapore,2014,Historical,1716.0,,,"(1, 1, 0)",
Singapore,2015,Historical,1820.0,,,"(1, 1, 0)",
Singapore,2016,Historical,1955.0,,,"(1, 1, 0)",
Singapore,2017,Historical,2027.5,,,"(1, 1, 0)",
Singapore,2018,Historical,1695.5,,,"(1, 1, 0)",
Singapore,2019,Historical,1703.9,,,"(1, 1, 0)",
Singapore,2020,Historical,1481.3,,,"(1, 1, 0)",
Singapore,2021,Historical,1454.8,,,"(1, 1, 0)",
Singapore,2022,Historical,1417.1,,,"(1, 1, 0)",
Singapore,2023,Historical,1537.5,,,"(1, 1, 0)",
Singapore,2024,Forecast,1575.8,1316.8,1885.6,"(1, 1, 0)",5.7
Singapore,2025,Forecast,1587.4,1182.4,2131.2,"(1, 1, 0)",5.7
Singapore,2026,Forecast,1591.0,1081.3,2341.0,"(1, 1, 0)",5.7
Singapore,2027,Forecast,1592.0,1002.4,2528.6,"(1, 1, 0)",5.7
Singapore,2028,Forecast,1592.4,938.4,2702.1,"(1, 1, 0)",5.7
Singapore,2029,Forecast,1592.5,884.7,2866.5,"(1, 1, 0)",5.7
Singapore,2030,Forecast,1592.5,838.5,3024.4,"(1, 1, 0)",5.7
Kazakhstan,1971,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1972,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1973,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1974,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1975,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1976,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1977,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1978,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1979,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1980,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1981,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1982,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1983,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1984,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1985,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1986,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1987,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1988,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1989,Historical,0.0,,,"(1, 1, 2)",
Kazakhstan,1990,Historical,426.0,,,"(1, 1, 2)",
Kazakhstan,1991,Historical,482.0,,,"(1, 1, 2)",
Kazakhstan,1992,Historical,432.0,,,"(1, 1, 2)",
Kazakhstan,1993,Historical,377.0,,,"(1, 1, 2)",
Kazakhstan,1994,Historical,216.0,,,"(1, 1, 2)",
Kazakhstan,1995,Historical,223.0,,,"(1, 1, 2)",
Kazakhstan,1996,Historical,278.0,,,"(1, 1, 2)",
Kazakhstan,1997,Historical,371.0,,,"(1, 1, 2)",
Kazakhstan,1998,Historical,385.0,,,"(1, 1, 2)",
Kazakhstan,1999,Historical,492.0,,,"(1, 1, 2)",
Kazakhstan,2000,Historical,614.0,,,"(1, 1, 2)",
Kazakhstan,2001,Historical,719.0,,,"(1, 1, 2)",
Kazakhstan,2002,Historical,853.0,,,"(1, 1, 2)",
Kazakhstan,2003,Historical,929.0,,,"(1, 1, 2)",
Kazakhstan,2004,Historical,1072.0,,,"(1, 1, 2)",
Kazakhstan,2005,Historical,1188.0,,,"(1, 1, 2)",
Kazakhstan,2006,Historical,1197.0,,,"(1, 1, 2)",
Kazakhstan,2007,Historical,1247.0,,,"(1, 1, 2)",
Kazakhstan,2008,Historical,1303.0,,,"(1, 1, 2)",
Kazakhstan,2009,Historical,1506.0,,,"(1, 1, 2)",
Kazakhstan,2010,Historical,1537.0,,,"(1, 1, 2)",
Kazakhstan,2011,Historical,1505.0,,,"(1, 1, 2)",
Kazakhstan,2012,Historical,1527.0,,,"(1, 1, 2)",
Kazakhstan,2013,Historical,1522.0,,,"(1, 1, 2)",
Kazakhstan,2014,Historical,1463.0,,,"(1, 1, 2)",
Kazakhstan,2015,Historical,1361.0,,,"(1, 1, 2)",
Kazakhstan,2016,Historical,1301.0,,,"(1, 1, 2)",
Kazakhstan,2017,Historical,1498.0,,,"(1, 1, 2)",
Kazakhstan,2018,Historical,1520.9,,,"(1, 1, 2)",
Kazakhstan,2019,Historical,1517.5,,,"(1, 1, 2)",
Kazakhstan,2020,Historical,1518.4,,,"(1, 1, 2)",
Kazakhstan,2021,Historical,1465.3,,,"(1, 1, 2)",
Kazakhstan,2022,Historical,1407.6,,,"(1, 1, 2)",
Kazakhstan,2023,Historical,1498.5,,,"(1, 1, 2)",
Kazakhstan,2024,Forecast,1602.2,1250.6,2052.6,"(1, 1, 2)",3.9
Kazakhstan,2025,Forecast,1618.2,1028.9,2544.8,"(1, 1, 2)",3.9
Kazakhstan,2026,Forecast,1607.9,848.4,3047.1,"(1, 1, 2)",3.9
Kazakhstan,2027,Forecast,1614.5,757.6,3440.6,"(1, 1, 2)",3.9
Kazakhstan,2028,Forecast,1610.2,672.8,3853.6,"(1, 1, 2)",3.9
Kazakhstan,2029,Forecast,1613.0,613.6,4239.9,"(1, 1, 2)",3.9
Kazakhstan,2030,Forecast,1611.2,559.9,4636.3,"(1, 1, 2)",3.9
Qatar,1971,Historical,427.0,,,"(0, 1, 0)",
Qatar,1972,Historical,480.0,,,"(0, 1, 0)",
Qatar,1973,Historical,571.0,,,"(0, 1, 0)",
Qatar,1974,Historical,512.0,,,"(0, 1, 0)",
Qatar,1975,Historical,436.0,,,"(0, 1, 0)",
Qatar,1976,Historical,498.0,,,"(0, 1, 0)",
Qatar,1977,Historical,430.0,,,"(0, 1, 0)",
Qatar,1978,Historical,484.0,,,"(0, 1, 0)",
Qatar,1979,Historical,494.0,,,"(0, 1, 0)",
Qatar,1980,Historical,468.0,,,"(0, 1, 0)",
Qatar,1981,Historical,404.0,,,"(0, 1, 0)",
Qatar,1982,Historical,337.0,,,"(0, 1, 0)",
Qatar,1983,Historical,289.0,,,"(0, 1, 0)",
Qatar,1984,Historical,386.0,,,"(0, 1, 0)",
Qatar,1985,Historical,317.0,,,"(0, 1, 0)",
Qatar,1986,Historical,358.0,,,"(0, 1, 0)",
Qatar,1987,Historical,306.0,,,"(0, 1, 0)",
Qatar,1988,Historical,351.0,,,"(0, 1, 0)",
Qatar,1989,Historical,417.0,,,"(0, 1, 0)",
Qatar,1990,Historical,425.0,,,"(0, 1, 0)",
Qatar,1991,Historical,422.0,,,"(0, 1, 0)",
Qatar,1992,Historical,464.0,,,"(0, 1, 0)",
Qatar,1993,Historical,438.0,,,"(0, 1, 0)",
Qatar,1994,Historical,431.0,,,"(0, 1, 0)",
Qatar,1995,Historical,430.0,,,"(0, 1, 0)",
Qatar,1996,Historical,473.0,,,"(0, 1, 0)",
Qatar,1997,Historical,556.0,,,"(0, 1, 0)",
Qatar,1998,Historical,676.0,,,"(0, 1, 0)",
Qatar,1999,Historical,729.0,,,"(0, 1, 0)",
Qatar,2000,Historical,808.0,,,"(0, 1, 0)",
Qatar,2001,Historical,834.0,,,"(0, 1, 0)",
Qatar,2002,Historical,752.0,,,"(0, 1, 0)",
Qatar,2003,Historical,894.0,,,"(0, 1, 0)",
Qatar,2004,Historical,968.0,,,"(0, 1, 0)",
Qatar,2005,Historical,998.0,,,"(0, 1, 0)",
Qatar,2006,Historical,1065.0,,,"(0, 1, 0)",
Qatar,2007,Historical,1144.0,,,"(0, 1, 0)",
Qatar,2008,Historical,1346.0,,,"(0, 1, 0)",
Qatar,2009,Historical,1342.0,,,"(0, 1, 0)",
Qatar,2010,Historical,1514.0,,,"(0, 1, 0)",
Qatar,2011,Historical,1704.0,,,"(0, 1, 0)",
Qatar,2012,Historical,1758.0,,,"(0, 1, 0)",
Qatar,2013,Historical,1791.0,,,"(0, 1, 0)",
Qatar,2014,Historical,1815.0,,,"(0, 1, 0)",
Qatar,2015,Historical,1800.0,,,"(0, 1, 0)",
Qatar,2016,Historical,1761.0,,,"(0, 1, 0)",
Qatar,2017,Historical,1629.2,,,"(0, 1, 0)",
Qatar,2018,Historical,1619.4,,,"(0, 1, 0)",
Qatar,2019,Historical,1490.1,,,"(0, 1, 0)",
Qatar,2020,Historical,1520.1,,,"(0, 1, 0)",
Qatar,2021,Historical,1523.5,,,"(0, 1, 0)",
Qatar,2022,Historical,1368.7,,,"(0, 1, 0)",
Qatar,2023,Historical,1457.3,,,"(0, 1, 0)",
Qatar,2024,Forecast,1457.3,1166.0,1821.5,"(0, 1, 0)",10.2
Qatar,2025,Forecast,1457.3,1063.1,1997.8,"(0, 1, 0)",10.2
Qatar,2026,Forecast,1457.3,990.3,2144.6,"(0, 1, 0)",10.2
Qatar,2027,Forecast,1457.3,932.9,2276.7,"(0, 1, 0)",10.2
Qatar,2028,Forecast,1457.3,885.0,2399.7,"(0, 1, 0)",10.2
Qatar,2029,Forecast,1457.3,843.9,2516.7,"(0, 1, 0)",10.2
Qatar,2030,Forecast,1457.3,807.7,2629.4,"(0, 1, 0)",10.2
China,1971,Historical,7.0,,,"(1, 1, 0)",
China,1972,Historical,14.0,,,"(1, 1, 0)",
China,1973,Historical,39.0,,,"(1, 1, 0)",
China,1974,Historical,109.0,,,"(1, 1, 0)",
China,1975,Historical,214.0,,,"(1, 1, 0)",
China,1976,Historical,187.0,,,"(1, 1, 0)",
China,1977,Historical,207.0,,,"(1, 1, 0)",
China,1978,Historical,261.0,,,"(1, 1, 0)",
China,1979,Historical,317.0,,,"(1, 1, 0)",
China,1980,Historical,363.0,,,"(1, 1, 0)",
China,1981,Historical,383.0,,,"(1, 1, 0)",
China,1982,Historical,426.0,,,"(1, 1, 0)",
China,1983,Historical,426.0,,,"(1, 1, 0)",
China,1984,Historical,579.0,,,"(1, 1, 0)",
China,1985,Historical,745.0,,,"(1, 1, 0)",
China,1986,Historical,699.0,,,"(1, 1, 0)",
China,1987,Historical,660.0,,,"(1, 1, 0)",
China,1988,Historical,638.0,,,"(1, 1, 0)",
China,1989,Historical,624.0,,,"(1, 1, 0)",
China,1990,Historical,621.0,,,"(1, 1, 0)",
China,1991,Historical,585.0,,,"(1, 1, 0)",
China,1992,Historical,551.0,,,"(1, 1, 0)",
China,1993,Historical,488.0,,,"(1, 1, 0)",
China,1994,Historical,466.0,,,"(1, 1, 0)",
China,1995,Historical,476.0,,,"(1, 1, 0)",
China,1996,Historical,526.0,,,"(1, 1, 0)",
China,1997,Historical,554.0,,,"(1, 1, 0)",
China,1998,Historical,460.0,,,"(1, 1, 0)",
China,1999,Historical,329.0,,,"(1, 1, 0)",
China,2000,Historical,427.0,,,"(1, 1, 0)",
China,2001,Historical,401.0,,,"(1, 1, 0)",
China,2002,Historical,420.0,,,"(1, 1, 0)",
China,2003,Historical,494.0,,,"(1, 1, 0)",
China,2004,Historical,396.0,,,"(1, 1, 0)",
China,2005,Historical,515.0,,,"(1, 1, 0)",
China,2006,Historical,448.0,,,"(1, 1, 0)",
China,2007,Historical,457.0,,,"(1, 1, 0)",
China,2008,Historical,496.0,,,"(1, 1, 0)",
China,2009,Historical,681.0,,,"(1, 1, 0)",
China,2010,Historical,687.0,,,"(1, 1, 0)",
China,2011,Historical,667.0,,,"(1, 1, 0)",
China,2012,Historical,622.0,,,"(1, 1, 0)",
China,2013,Historical,704.0,,,"(1, 1, 0)",
China,2014,Historical,721.0,,,"(1, 1, 0)",
China,2015,Historical,904.0,,,"(1, 1, 0)",
China,2016,Historical,1163.0,,,"(1, 1, 0)",
China,2017,Historical,1279.0,,,"(1, 1, 0)",
China,2018,Historical,1376.4,,,"(1, 1, 0)",
China,2019,Historical,1528.1,,,"(1, 1, 0)",
China,2020,Historical,1395.7,,,"(1, 1, 0)",
China,2021,Historical,1379.6,,,"(1, 1, 0)",
China,2022,Historical,1222.6,,,"(1, 1, 0)",
China,2023,Historical,1398.6,,,"(1, 1, 0)",
China,2024,Forecast,1530.9,1005.7,2330.4,"(1, 1, 0)",12.7
China,2025,Forecast,1627.0,717.4,3689.9,"(1, 1, 0)",12.7
China,2026,Forecast,1695.0,504.6,5693.5,"(1, 1, 0)",12.7
China,2027,Forecast,1742.3,357.3,8496.8,"(1, 1, 0)",12.7
China,2028,Forecast,1774.9,256.9,12264.3,"(1, 1, 0)",12.7
China,2029,Forecast,1797.2,188.1,17169.1,"(1, 1, 0)",12.7
China,2030,Forecast,1812.3,140.4,23396.1,"(1, 1, 0)",12.7
Korea,1971,Historical,20.0,,,"(0, 1, 3)",
Korea,1972,Historical,16.0,,,"(0, 1, 3)",
Korea,1973,Historical,22.0,,,"(0, 1, 3)",
Korea,1974,Historical,23.0,,,"(0, 1, 3)",
Korea,1975,Historical,22.0,,,"(0, 1, 3)",
Korea,1976,Historical,29.0,,,"(0, 1, 3)",
Korea,1977,Historical,22.0,,,"(0, 1, 3)",
Korea,1978,Historical,7.0,,,"(0, 1, 3)",
Korea,1979,Historical,2.0,,,"(0, 1, 3)",
Korea,1980,Historical,0.0,,,"(0, 1, 3)",
Korea,1981,Historical,8.0,,,"(0, 1, 3)",
Korea,1982,Historical,19.0,,,"(0, 1, 3)",
Korea,1983,Historical,44.0,,,"(0, 1, 3)",
Korea,1984,Historical,65.0,,,"(0, 1, 3)",
Korea,1985,Historical,72.0,,,"(0, 1, 3)",
Korea,1986,Historical,74.0,,,"(0, 1, 3)",
Korea,1987,Historical,88.0,,,"(0, 1, 3)",
Korea,1988,Historical,84.0,,,"(0, 1, 3)",
Korea,1989,Historical,94.0,,,"(0, 1, 3)",
Korea,1990,Historical,74.0,,,"(0, 1, 3)",
Korea,1991,Historical,190.0,,,"(0, 1, 3)",
Korea,1992,Historical,250.0,,,"(0, 1, 3)",
Korea,1993,Historical,282.0,,,"(0, 1, 3)",
Korea,1994,Historical,238.0,,,"(0, 1, 3)",
Korea,1995,Historical,311.0,,,"(0, 1, 3)",
Korea,1996,Historical,427.0,,,"(0, 1, 3)",
Korea,1997,Historical,628.0,,,"(0, 1, 3)",
Korea,1998,Historical,808.0,,,"(0, 1, 3)",
Korea,1999,Historical,804.0,,,"(0, 1, 3)",
Korea,2000,Historical,823.0,,,"(0, 1, 3)",
Korea,2001,Historical,810.0,,,"(0, 1, 3)",
Korea,2002,Historical,652.0,,,"(0, 1, 3)",
Korea,2003,Historical,575.0,,,"(0, 1, 3)",
Korea,2004,Historical,644.0,,,"(0, 1, 3)",
Korea,2005,Historical,711.0,,,"(0, 1, 3)",
Korea,2006,Historical,791.0,,,"(0, 1, 3)",
Korea,2007,Historical,801.0,,,"(0, 1, 3)",
Korea,2008,Historical,917.0,,,"(0, 1, 3)",
Korea,2009,Historical,913.0,,,"(0, 1, 3)",
Korea,2010,Historical,945.0,,,"(0, 1, 3)",
Korea,2011,Historical,1129.0,,,"(0, 1, 3)",
Korea,2012,Historical,1211.0,,,"(0, 1, 3)",
Korea,2013,Historical,1179.0,,,"(0, 1, 3)",
Korea,2014,Historical,1231.0,,,"(0, 1, 3)",
Korea,2015,Historical,1314.0,,,"(0, 1, 3)",
Korea,2016,Historical,1341.0,,,"(0, 1, 3)",
Korea,2017,Historical,1396.1,,,"(0, 1, 3)",
Korea,2018,Historical,1476.0,,,"(0, 1, 3)",
Korea,2019,Historical,1449.0,,,"(0, 1, 3)",
Korea,2020,Historical,1286.1,,,"(0, 1, 3)",
Korea,2021,Historical,1232.9,,,"(0, 1, 3)",
Korea,2022,Historical,1377.3,,,"(0, 1, 3)",
Korea,2023,Historical,1370.7,,,"(0, 1, 3)",
Korea,2024,Forecast,1312.6,716.0,2406.5,"(0, 1, 3)",11.3
Korea,2025,Forecast,1256.2,390.9,4036.5,"(0, 1, 3)",11.3
Korea,2026,Forecast,1282.1,252.3,6515.2,"(0, 1, 3)",11.3
Korea,2027,Forecast,1282.1,189.8,8659.8,"(0, 1, 3)",11.3
Korea,2028,Forecast,1282.1,148.2,11089.9,"(0, 1, 3)",11.3
Korea,2029,Forecast,1282.1,118.7,13843.3,"(0, 1, 3)",11.3
Korea,2030,Forecast,1282.1,96.9,16955.5,"(0, 1, 3)",11.3
India,1971,Historical,4.0,,,"(1, 1, 0)",
India,1972,Historical,2.0,,,"(1, 1, 0)",
India,1973,Historical,3.0,,,"(1, 1, 0)",
India,1974,Historical,5.0,,,"(1, 1, 0)",
India,1975,Historical,4.0,,,"(1, 1, 0)",
India,1976,Historical,1.0,,,"(1, 1, 0)",
India,1977,Historical,1.0,,,"(1, 1, 0)",
India,1978,Historical,1.0,,,"(1, 1, 0)",
India,1979,Historical,3.0,,,"(1, 1, 0)",
India,1980,Historical,13.0,,,"(1, 1, 0)",
India,1981,Historical,22.0,,,"(1, 1, 0)",
India,1982,Historical,108.0,,,"(1, 1, 0)",
India,1983,Historical,145.0,,,"(1, 1, 0)",
India,1984,Historical,152.0,,,"(1, 1, 0)",
India,1985,Historical,58.0,,,"(1, 1, 0)",
India,1986,Historical,57.0,,,"(1, 1, 0)",
India,1987,Historical,75.0,,,"(1, 1, 0)",
India,1988,Historical,51.0,,,"(1, 1, 0)",
India,1989,Historical,62.0,,,"(1, 1, 0)",
India,1990,Historical,59.0,,,"(1, 1, 0)",
India,1991,Historical,64.0,,,"(1, 1, 0)",
India,1992,Historical,80.0,,,"(1, 1, 0)",
India,1993,Historical,86.0,,,"(1, 1, 0)",
India,1994,Historical,75.0,,,"(1, 1, 0)",
India,1995,Historical,79.0,,,"(1, 1, 0)",
India,1996,Historical,72.0,,,"(1, 1, 0)",
India,1997,Historical,75.0,,,"(1, 1, 0)",
India,1998,Historical,26.0,,,"(1, 1, 0)",
India,1999,Historical,63.0,,,"(1, 1, 0)",
India,2000,Historical,170.0,,,"(1, 1, 0)",
India,2001,Historical,204.0,,,"(1, 1, 0)",
India,2002,Historical,209.0,,,"(1, 1, 0)",
India,2003,Historical,320.0,,,"(1, 1, 0)",
India,2004,Historical,430.0,,,"(1, 1, 0)",
India,2005,Historical,497.0,,,"(1, 1, 0)",
India,2006,Historical,711.0,,,"(1, 1, 0)",
India,2007,Historical,871.0,,,"(1, 1, 0)",
India,2008,Historical,825.0,,,"(1, 1, 0)",
India,2009,Historical,1095.0,,,"(1, 1, 0)",
India,2010,Historical,1266.0,,,"(1, 1, 0)",
India,2011,Historical,1341.0,,,"(1, 1, 0)",
India,2012,Historical,1383.0,,,"(1, 1, 0)",
India,2013,Historical,1470.0,,,"(1, 1, 0)",
India,2014,Historical,1409.0,,,"(1, 1, 0)",
India,2015,Historical,1345.0,,,"(1, 1, 0)",
India,2016,Historical,1451.0,,,"(1, 1, 0)",
India,2017,Historical,1477.3,,,"(1, 1, 0)",
India,2018,Historical,1339.4,,,"(1, 1, 0)",
India,2019,Historical,1458.6,,,"(1, 1, 0)",
India,2020,Historical,1247.3,,,"(1, 1, 0)",
India,2021,Historical,1398.5,,,"(1, 1, 0)",
India,2022,Historical,1302.8,,,"(1, 1, 0)",
India,2023,Historical,1340.6,,,"(1, 1, 0)",
India,2024,Forecast,1351.7,510.7,3577.2,"(1, 1, 0)",5.5
India,2025,Forecast,1354.9,277.2,6622.8,"(1, 1, 0)",5.5
India,2026,Forecast,1355.8,170.6,10776.4,"(1, 1, 0)",5.5
India,2027,Forecast,1356.1,113.8,16155.4,"(1, 1, 0)",5.5
India,2028,Forecast,1356.1,80.2,22938.7,"(1, 1, 0)",5.5
India,2029,Forecast,1356.2,58.7,31352.8,"(1, 1, 0)",5.5
India,2030,Forecast,1356.2,44.1,41662.3,"(1, 1, 0)",5.5
Nigeria,1971,Historical,1499.0,,,"(1, 0, 1)",
Nigeria,1972,Historical,1784.0,,,"(1, 0, 1)",
Nigeria,1973,Historical,2013.0,,,"(1, 0, 1)",
Nigeria,1974,Historical,2213.0,,,"(1, 0, 1)",
Nigeria,1975,Historical,1742.0,,,"(1, 0, 1)",
Nigeria,1976,Historical,2025.0,,,"(1, 0, 1)",
Nigeria,1977,Historical,2061.0,,,"(1, 0, 1)",
Nigeria,1978,Historical,1846.0,,,"(1, 0, 1)",
Nigeria,1979,Historical,2219.0,,,"(1, 0, 1)",
Nigeria,1980,Historical,1943.0,,,"(1, 0, 1)",
Nigeria,1981,Historical,1296.0,,,"(1, 0, 1)",
Nigeria,1982,Historical,1125.0,,,"(1, 0, 1)",
Nigeria,1983,Historical,1085.0,,,"(1, 0, 1)",
Nigeria,1984,Historical,1229.0,,,"(1, 0, 1)",
Nigeria,1985,Historical,1343.0,,,"(1, 0, 1)",
Nigeria,1986,Historical,1335.0,,,"(1, 0, 1)",
Nigeria,1987,Historical,1170.0,,,"(1, 0, 1)",
Nigeria,1988,Historical,1292.0,,,"(1, 0, 1)",
Nigeria,1989,Historical,1541.0,,,"(1, 0, 1)",
Nigeria,1990,Historical,1579.0,,,"(1, 0, 1)",
Nigeria,1991,Historical,1635.0,,,"(1, 0, 1)",
Nigeria,1992,Historical,1691.0,,,"(1, 0, 1)",
Nigeria,1993,Historical,1750.0,,,"(1, 0, 1)",
Nigeria,1994,Historical,1850.0,,,"(1, 0, 1)",
Nigeria,1995,Historical,1866.0,,,"(1, 0, 1)",
Nigeria,1996,Historical,2051.0,,,"(1, 0, 1)",
Nigeria,1997,Historical,2241.0,,,"(1, 0, 1)",
Nigeria,1998,Historical,2084.0,,,"(1, 0, 1)",
Nigeria,1999,Historical,2090.0,,,"(1, 0, 1)",
Nigeria,2000,Historical,2322.0,,,"(1, 0, 1)",
Nigeria,2001,Historical,2330.0,,,"(1, 0, 1)",
Nigeria,2002,Historical,2009.0,,,"(1, 0, 1)",
Nigeria,2003,Historical,2355.0,,,"(1, 0, 1)",
Nigeria,2004,Historical,2609.0,,,"(1, 0, 1)",
Nigeria,2005,Historical,2552.0,,,"(1, 0, 1)",
Nigeria,2006,Historical,2476.0,,,"(1, 0, 1)",
Nigeria,2007,Historical,2414.0,,,"(1, 0, 1)",
Nigeria,2008,Historical,2203.0,,,"(1, 0, 1)",
Nigeria,2009,Historical,2287.0,,,"(1, 0, 1)",
Nigeria,2010,Historical,2602.0,,,"(1, 0, 1)",
Nigeria,2011,Historical,2493.0,,,"(1, 0, 1)",
Nigeria,2012,Historical,2516.0,,,"(1, 0, 1)",
Nigeria,2013,Historical,2197.0,,,"(1, 0, 1)",
Nigeria,2014,Historical,2226.0,,,"(1, 0, 1)",
Nigeria,2015,Historical,2207.0,,,"(1, 0, 1)",
Nigeria,2016,Historical,1841.0,,,"(1, 0, 1)",
Nigeria,2017,Historical,1872.8,,,"(1, 0, 1)",
Nigeria,2018,Historical,1945.7,,,"(1, 0, 1)",
Nigeria,2019,Historical,2076.3,,,"(1, 0, 1)",
Nigeria,2020,Historical,1598.0,,,"(1, 0, 1)",
Nigeria,2021,Historical,1347.9,,,"(1, 0, 1)",
Nigeria,2022,Historical,1191.0,,,"(1, 0, 1)",
Nigeria,2023,Historical,1318.7,,,"(1, 0, 1)",
Nigeria,2024,Forecast,1430.4,1142.4,1790.9,"(1, 0, 1)",34.2
Nigeria,2025,Forecast,1492.7,1063.8,2094.6,"(1, 0, 1)",34.2
Nigeria,2026,Forecast,1544.8,1040.6,2293.3,"(1, 0, 1)",34.2
Nigeria,2027,Forecast,1587.8,1035.5,2434.8,"(1, 0, 1)",34.2
Nigeria,2028,Forecast,1623.3,1038.0,2538.4,"(1, 0, 1)",34.2
Nigeria,2029,Forecast,1652.2,1043.8,2615.5,"(1, 0, 1)",34.2
Nigeria,2030,Forecast,1675.9,1050.6,2673.3,"(1, 0, 1)",34.2
Mexico,1971,Historical,31.0,,,"(2, 1, 2)",
Mexico,1972,Historical,31.0,,,"(2, 1, 2)",
Mexico,1973,Historical,28.0,,,"(2, 1, 2)",
Mexico,1974,Historical,37.0,,,"(2, 1, 2)",
Mexico,1975,Historical,109.0,,,"(2, 1, 2)",
Mexico,1976,Historical,105.0,,,"(2, 1, 2)",
Mexico,1977,Historical,224.0,,,"(2, 1, 2)",
Mexico,1978,Historical,397.0,,,"(2, 1, 2)",
Mexico,1979,Historical,588.0,,,"(2, 1, 2)",
Mexico,1980,Historical,968.0,,,"(2, 1, 2)",
Mexico,1981,Historical,1294.0,,,"(2, 1, 2)",
Mexico,1982,Historical,1712.0,,,"(2, 1, 2)",
Mexico,1983,Historical,1802.0,,,"(2, 1, 2)",
Mexico,1984,Historical,1780.0,,,"(2, 1, 2)",
Mexico,1985,Historical,1696.0,,,"(2, 1, 2)",
Mexico,1986,Historical,1558.0,,,"(2, 1, 2)",
Mexico,1987,Historical,1603.0,,,"(2, 1, 2)",
Mexico,1988,Historical,1587.0,,,"(2, 1, 2)",
Mexico,1989,Historical,1516.0,,,"(2, 1, 2)",
Mexico,1990,Historical,1515.0,,,"(2, 1, 2)",
Mexico,1991,Historical,1606.0,,,"(2, 1, 2)",
Mexico,1992,Historical,1612.0,,,"(2, 1, 2)",
Mexico,1993,Historical,1616.0,,,"(2, 1, 2)",
Mexico,1994,Historical,1538.0,,,"(2, 1, 2)",
Mexico,1995,Historical,1542.0,,,"(2, 1, 2)",
Mexico,1996,Historical,1699.0,,,"(2, 1, 2)",
Mexico,1997,Historical,1903.0,,,"(2, 1, 2)",
Mexico,1998,Historical,1938.0,,,"(2, 1, 2)",
Mexico,1999,Historical,1788.0,,,"(2, 1, 2)",
Mexico,2000,Historical,1941.0,,,"(2, 1, 2)",
Mexico,2001,Historical,1967.0,,,"(2, 1, 2)",
Mexico,2002,Historical,2067.0,,,"(2, 1, 2)",
Mexico,2003,Historical,2214.0,,,"(2, 1, 2)",
Mexico,2004,Historical,2208.0,,,"(2, 1, 2)",
Mexico,2005,Historical,2131.0,,,"(2, 1, 2)",
Mexico,2006,Historical,2134.0,,,"(2, 1, 2)",
Mexico,2007,Historical,1931.0,,,"(2, 1, 2)",
Mexico,2008,Historical,1643.0,,,"(2, 1, 2)",
Mexico,2009,Historical,1512.0,,,"(2, 1, 2)",
Mexico,2010,Historical,1636.0,,,"(2, 1, 2)",
Mexico,2011,Historical,1601.0,,,"(2, 1, 2)",
Mexico,2012,Historical,1482.0,,,"(2, 1, 2)",
Mexico,2013,Historical,1450.0,,,"(2, 1, 2)",
Mexico,2014,Historical,1403.0,,,"(2, 1, 2)",
