Country,Year,Type,Net_Trade,Net_CI_Low,Net_CI_High,Exports,Imports,Exports_Order,Imports_Order,Avg_MAPE
Norway,2013,Historical,1514.0,,,1648.0,134.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2014,Historical,1596.0,,,1707.0,111.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2015,Historical,1743.0,,,1872.0,129.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2016,Historical,1720.0,,,1857.0,137.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2017,Historical,1695.3,,,1865.1,169.8,"(3, 1, 1)","(0, 1, 0)",
Norway,2018,Historical,1564.7,,,1763.7,199.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2019,Historical,1503.1,,,1710.3,207.2,"(3, 1, 1)","(0, 1, 0)",
Norway,2020,Historical,1749.8,,,1952.7,202.9,"(3, 1, 1)","(0, 1, 0)",
Norway,2021,Historical,1827.9,,,2022.8,194.9,"(3, 1, 1)","(0, 1, 0)",
Norway,2022,Historical,1708.1,,,1907.9,199.9,"(3, 1, 1)","(0, 1, 0)",
Norway,2023,Historical,1827.1,,,2032.9,205.8,"(3, 1, 1)","(0, 1, 0)",
Norway,2024,Forecast,2007.9,1419.9,2747.2,2213.7,205.8,"(3, 1, 1)","(0, 1, 0)",6.2
Norway,2025,Forecast,1979.4,1091.6,3297.3,2185.2,205.8,"(3, 1, 1)","(0, 1, 0)",6.2
Norway,2026,Forecast,1977.8,942.8,3639.3,2183.7,205.8,"(3, 1, 1)","(0, 1, 0)",6.2
Norway,2027,Forecast,2127.2,826.8,4522.9,2333.0,205.8,"(3, 1, 1)","(0, 1, 0)",6.2
Norway,2028,Forecast,2210.3,611.0,5857.7,2416.2,205.8,"(3, 1, 1)","(0, 1, 0)",6.2
Norway,2029,Forecast,2195.3,420.9,7026.7,2401.2,205.8,"(3, 1, 1)","(0, 1, 0)",6.2
Norway,2030,Forecast,2262.9,295.3,8572.2,2468.7,205.8,"(3, 1, 1)","(0, 1, 0)",6.2
Qatar,1971,Historical,426.0,,,427.0,1.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1972,Historical,478.0,,,480.0,2.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1973,Historical,568.0,,,571.0,3.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1974,Historical,509.0,,,512.0,3.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1975,Historical,435.0,,,436.0,1.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1976,Historical,497.0,,,498.0,1.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1977,Historical,429.0,,,430.0,1.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1978,Historical,483.0,,,484.0,1.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1979,Historical,492.0,,,494.0,2.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1980,Historical,467.0,,,468.0,1.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1981,Historical,402.0,,,404.0,2.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1982,Historical,333.0,,,337.0,4.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1983,Historical,286.0,,,289.0,3.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1984,Historical,386.0,,,386.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1985,Historical,317.0,,,317.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1986,Historical,358.0,,,358.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1987,Historical,306.0,,,306.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1988,Historical,351.0,,,351.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1989,Historical,417.0,,,417.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1990,Historical,425.0,,,425.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1991,Historical,422.0,,,422.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1992,Historical,464.0,,,464.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1993,Historical,438.0,,,438.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1994,Historical,431.0,,,431.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1995,Historical,430.0,,,430.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1996,Historical,473.0,,,473.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1997,Historical,556.0,,,556.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1998,Historical,676.0,,,676.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,1999,Historical,729.0,,,729.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2000,Historical,808.0,,,808.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2001,Historical,834.0,,,834.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2002,Historical,752.0,,,752.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2003,Historical,894.0,,,894.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2004,Historical,968.0,,,968.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2005,Historical,998.0,,,998.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2006,Historical,1064.0,,,1065.0,1.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2007,Historical,1140.0,,,1144.0,4.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2008,Historical,1334.0,,,1346.0,12.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2009,Historical,1328.0,,,1342.0,14.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2010,Historical,1503.0,,,1514.0,11.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2011,Historical,1702.0,,,1704.0,2.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2012,Historical,1758.0,,,1758.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2013,Historical,1788.0,,,1791.0,3.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2014,Historical,1815.0,,,1815.0,0.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2015,Historical,1788.0,,,1800.0,12.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2016,Historical,1750.0,,,1761.0,11.0,"(0, 1, 0)","(3, 1, 3)",
Qatar,2017,Historical,1626.9,,,1629.2,2.4,"(0, 1, 0)","(3, 1, 3)",
Qatar,2018,Historical,1615.5,,,1619.4,3.9,"(0, 1, 0)","(3, 1, 3)",
Qatar,2019,Historical,1488.5,,,1490.1,1.6,"(0, 1, 0)","(3, 1, 3)",
Qatar,2020,Historical,1503.6,,,1520.1,16.5,"(0, 1, 0)","(3, 1, 3)",
Qatar,2021,Historical,1508.0,,,1523.5,15.5,"(0, 1, 0)","(3, 1, 3)",
Qatar,2022,Historical,1346.1,,,1368.7,22.5,"(0, 1, 0)","(3, 1, 3)",
Qatar,2023,Historical,1440.2,,,1457.3,17.1,"(0, 1, 0)","(3, 1, 3)",
Qatar,2024,Forecast,1452.2,1152.0,1819.6,1457.3,5.2,"(0, 1, 0)","(3, 1, 3)",45.6
Qatar,2025,Forecast,1451.7,1046.3,1995.9,1457.3,5.6,"(0, 1, 0)","(3, 1, 3)",45.6
Qatar,2026,Forecast,1451.3,963.3,2143.2,1457.3,6.1,"(0, 1, 0)","(3, 1, 3)",45.6
Qatar,2027,Forecast,1446.0,881.4,2274.2,1457.3,11.3,"(0, 1, 0)","(3, 1, 3)",45.6
Qatar,2028,Forecast,1443.3,821.5,2396.7,1457.3,14.0,"(0, 1, 0)","(3, 1, 3)",45.6
Qatar,2029,Forecast,1445.1,787.7,2514.1,1457.3,12.2,"(0, 1, 0)","(3, 1, 3)",45.6
Qatar,2030,Forecast,1449.5,770.9,2627.7,1457.3,7.8,"(0, 1, 0)","(3, 1, 3)",45.6
Russia,1971,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1972,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1973,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1974,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1975,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1976,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1977,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1978,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1979,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1980,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1981,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1982,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1983,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1984,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1985,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1986,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1987,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1988,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1989,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1990,Historical,5251.0,,,5781.0,530.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1991,Historical,4103.0,,,4614.0,511.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1992,Historical,3474.0,,,3723.0,249.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1993,Historical,3168.0,,,3430.0,262.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1994,Historical,3322.0,,,3445.0,123.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1995,Historical,3141.0,,,3375.0,234.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1996,Historical,3415.0,,,3607.0,192.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1997,Historical,3487.0,,,3686.0,199.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1998,Historical,3582.0,,,3774.0,192.0,"(1, 1, 0)","(0, 1, 0)",
Russia,1999,Historical,3555.0,,,3666.0,111.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2000,Historical,3835.0,,,3961.0,126.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2001,Historical,4259.0,,,4367.0,108.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2002,Historical,4980.0,,,5106.0,126.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2003,Historical,5788.0,,,5904.0,116.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2004,Historical,6481.0,,,6579.0,98.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2005,Historical,6685.0,,,6735.0,50.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2006,Historical,6681.0,,,6729.0,48.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2007,Historical,7006.0,,,7061.0,55.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2008,Historical,6711.0,,,6781.0,70.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2009,Historical,6949.0,,,7001.0,52.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2010,Historical,7125.0,,,7213.0,88.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2011,Historical,7210.0,,,7309.0,99.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2012,Historical,7228.0,,,7288.0,60.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2013,Historical,7352.0,,,7414.0,62.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2014,Historical,7116.0,,,7200.0,84.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2015,Historical,7584.0,,,7703.0,119.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2016,Historical,7625.0,,,7670.0,45.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2017,Historical,7668.5,,,7711.9,43.5,"(1, 1, 0)","(0, 1, 0)",
Russia,2018,Historical,7894.0,,,7931.2,37.3,"(1, 1, 0)","(0, 1, 0)",
Russia,2019,Historical,8077.9,,,8103.9,25.9,"(1, 1, 0)","(0, 1, 0)",
Russia,2020,Historical,7215.2,,,7245.8,30.6,"(1, 1, 0)","(0, 1, 0)",
Russia,2021,Historical,7179.4,,,7200.9,21.5,"(1, 1, 0)","(0, 1, 0)",
Russia,2022,Historical,7441.4,,,7456.0,14.6,"(1, 1, 0)","(0, 1, 0)",
Russia,2023,Historical,7574.4,,,7574.4,0.0,"(1, 1, 0)","(0, 1, 0)",
Russia,2024,Forecast,7646.9,6781.6,8609.3,7661.5,14.6,"(1, 1, 0)","(0, 1, 0)",48.3
Russia,2025,Forecast,7710.8,6069.5,9759.9,7725.4,14.6,"(1, 1, 0)","(0, 1, 0)",48.3
Russia,2026,Forecast,7757.6,5404.2,11063.6,7772.2,14.6,"(1, 1, 0)","(0, 1, 0)",48.3
Russia,2027,Forecast,7791.7,4813.4,12486.0,7806.3,14.6,"(1, 1, 0)","(0, 1, 0)",48.3
Russia,2028,Forecast,7816.6,4299.8,14003.9,7831.2,14.6,"(1, 1, 0)","(0, 1, 0)",48.3
Russia,2029,Forecast,7834.7,3856.2,15601.2,7849.3,14.6,"(1, 1, 0)","(0, 1, 0)",48.3
Russia,2030,Forecast,7847.9,3472.8,17266.3,7862.5,14.6,"(1, 1, 0)","(0, 1, 0)",48.3
Saudi Arabia,1971,Historical,4500.0,,,4516.0,16.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1972,Historical,5731.0,,,5750.0,19.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1973,Historical,7339.0,,,7353.0,14.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1974,Historical,8244.0,,,8265.0,21.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1975,Historical,6938.0,,,6965.0,27.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1976,Historical,8448.0,,,8487.0,39.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1977,Historical,9073.0,,,9121.0,48.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1978,Historical,8171.0,,,8227.0,56.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1979,Historical,9382.0,,,9473.0,91.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1980,Historical,9753.0,,,9844.0,91.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1981,Historical,9637.0,,,9739.0,102.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1982,Historical,6207.0,,,6287.0,80.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1983,Historical,4610.0,,,4657.0,47.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1984,Historical,4289.0,,,4337.0,48.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1985,Historical,2940.0,,,2963.0,23.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1986,Historical,4669.0,,,4687.0,18.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1987,Historical,3774.0,,,3783.0,9.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1988,Historical,4595.0,,,4604.0,9.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1989,Historical,4713.0,,,4722.0,9.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1990,Historical,6198.0,,,6207.0,9.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1991,Historical,7885.0,,,7894.0,9.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1992,Historical,7945.0,,,7953.0,8.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1993,Historical,7803.0,,,7803.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1994,Historical,7548.0,,,7548.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1995,Historical,7606.0,,,7606.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1996,Historical,7572.0,,,7572.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1997,Historical,7577.0,,,7577.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1998,Historical,7740.0,,,7740.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,1999,Historical,6990.0,,,6990.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2000,Historical,7379.0,,,7379.0,0.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2001,Historical,7104.0,,,7105.0,1.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2002,Historical,6221.0,,,6265.0,44.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2003,Historical,7644.0,,,7678.0,34.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2004,Historical,8263.0,,,8320.0,57.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2005,Historical,8759.0,,,8821.0,62.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2006,Historical,8407.0,,,8515.0,108.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2007,Historical,7865.0,,,8000.0,135.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2008,Historical,8087.0,,,8295.0,208.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2009,Historical,6872.0,,,7087.0,215.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2010,Historical,6743.0,,,6921.0,178.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2011,Historical,7854.0,,,8052.0,198.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2012,Historical,8202.0,,,8524.0,322.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2013,Historical,8087.0,,,8568.0,481.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2014,Historical,7824.0,,,8297.0,473.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2015,Historical,8193.0,,,8779.0,586.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2016,Historical,8816.0,,,9376.0,560.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2017,Historical,8186.7,,,8671.8,485.1,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2018,Historical,8707.6,,,9573.8,866.2,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2019,Historical,8261.1,,,8592.2,331.1,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2020,Historical,7613.1,,,7975.3,362.2,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2021,Historical,7403.5,,,7772.4,368.9,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2022,Historical,8702.5,,,9069.5,367.0,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2023,Historical,7672.2,,,8147.6,475.4,"(3, 0, 0)","(2, 1, 0)",
Saudi Arabia,2024,Forecast,7732.3,4618.8,10727.5,8179.5,447.2,"(3, 0, 0)","(2, 1, 0)",69.8
Saudi Arabia,2025,Forecast,7134.8,2864.0,10976.6,7636.9,502.1,"(3, 0, 0)","(2, 1, 0)",69.8
Saudi Arabia,2026,Forecast,6978.5,523.8,11742.1,7455.7,477.3,"(3, 0, 0)","(2, 1, 0)",69.8
Saudi Arabia,2027,Forecast,6681.7,-1882.2,11779.9,7187.0,505.4,"(3, 0, 0)","(2, 1, 0)",69.8
Saudi Arabia,2028,Forecast,6591.3,-5124.6,11869.1,7080.2,488.9,"(3, 0, 0)","(2, 1, 0)",69.8
Saudi Arabia,2029,Forecast,6483.2,-8973.8,11796.6,6987.1,503.9,"(3, 0, 0)","(2, 1, 0)",69.8
Saudi Arabia,2030,Forecast,6472.0,-13941.0,11786.8,6966.0,493.9,"(3, 0, 0)","(2, 1, 0)",69.8
Singapore,1971,Historical,-130.0,,,308.0,438.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1972,Historical,-209.0,,,325.0,534.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1973,Historical,-237.0,,,337.0,574.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1974,Historical,-226.0,,,370.0,596.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1975,Historical,-234.0,,,300.0,534.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1976,Historical,-270.0,,,336.0,606.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1977,Historical,-254.0,,,410.0,664.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1978,Historical,-230.0,,,403.0,633.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1979,Historical,-206.0,,,449.0,655.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1980,Historical,-147.0,,,575.0,722.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1981,Historical,-229.0,,,667.0,896.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1982,Historical,-250.0,,,740.0,990.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1983,Historical,-241.0,,,754.0,995.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1984,Historical,-224.0,,,618.0,842.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1985,Historical,-205.0,,,586.0,791.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1986,Historical,-285.0,,,584.0,869.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1987,Historical,-396.0,,,583.0,979.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1988,Historical,-422.0,,,655.0,1077.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1989,Historical,-406.0,,,677.0,1083.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1990,Historical,-467.0,,,740.0,1207.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1991,Historical,-504.0,,,755.0,1259.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1992,Historical,-548.0,,,813.0,1361.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1993,Historical,-616.0,,,880.0,1496.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1994,Historical,-652.0,,,961.0,1613.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1995,Historical,-587.0,,,981.0,1568.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1996,Historical,-648.0,,,1046.0,1694.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1997,Historical,-782.0,,,973.0,1755.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1998,Historical,-717.0,,,969.0,1686.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,1999,Historical,-728.0,,,940.0,1668.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2000,Historical,-751.0,,,845.0,1596.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2001,Historical,-813.0,,,840.0,1653.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2002,Historical,-786.0,,,907.0,1693.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2003,Historical,-844.0,,,980.0,1824.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2004,Historical,-1022.0,,,1082.0,2104.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2005,Historical,-852.0,,,1287.0,2139.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2006,Historical,-930.0,,,1341.0,2271.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2007,Historical,-967.0,,,1439.0,2406.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2008,Historical,-1088.0,,,1562.0,2650.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2009,Historical,-1190.0,,,1665.0,2855.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2010,Historical,-1191.0,,,1768.0,2959.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2011,Historical,-1164.0,,,1882.0,3046.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2012,Historical,-1264.0,,,1688.0,2952.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2013,Historical,-1314.0,,,1696.0,3010.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2014,Historical,-1275.0,,,1716.0,2991.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2015,Historical,-1382.0,,,1820.0,3202.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2016,Historical,-1435.0,,,1955.0,3390.0,"(1, 1, 0)","(3, 1, 3)",
Singapore,2017,Historical,-1543.4,,,2027.5,3570.9,"(1, 1, 0)","(3, 1, 3)",
Singapore,2018,Historical,-1515.1,,,1695.5,3210.6,"(1, 1, 0)","(3, 1, 3)",
Singapore,2019,Historical,-1471.7,,,1703.9,3175.7,"(1, 1, 0)","(3, 1, 3)",
Singapore,2020,Historical,-1424.6,,,1481.3,2905.9,"(1, 1, 0)","(3, 1, 3)",
Singapore,2021,Historical,-1370.4,,,1454.8,2825.3,"(1, 1, 0)","(3, 1, 3)",
Singapore,2022,Historical,-1444.2,,,1417.1,2861.3,"(1, 1, 0)","(3, 1, 3)",
Singapore,2023,Historical,-1500.5,,,1537.5,3038.1,"(1, 1, 0)","(3, 1, 3)",
Singapore,2024,Forecast,-1666.4,-2366.3,-968.3,1575.8,3242.1,"(1, 1, 0)","(3, 1, 3)",10.8
Singapore,2025,Forecast,-1616.7,-2814.5,-437.4,1587.4,3204.2,"(1, 1, 0)","(3, 1, 3)",10.8
Singapore,2026,Forecast,-1641.4,-3291.8,-48.2,1591.0,3232.4,"(1, 1, 0)","(3, 1, 3)",10.8
Singapore,2027,Forecast,-1791.8,-3792.7,140.6,1592.0,3383.8,"(1, 1, 0)","(3, 1, 3)",10.8
Singapore,2028,Forecast,-1837.9,-4158.5,393.6,1592.4,3430.2,"(1, 1, 0)","(3, 1, 3)",10.8
Singapore,2029,Forecast,-1860.4,-4531.9,665.4,1592.5,3452.8,"(1, 1, 0)","(3, 1, 3)",10.8
Singapore,2030,Forecast,-1965.1,-4996.7,855.5,1592.5,3557.6,"(1, 1, 0)","(3, 1, 3)",10.8
Spain,1971,Historical,-668.0,,,87.0,755.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1972,Historical,-679.0,,,108.0,787.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1973,Historical,-815.0,,,87.0,902.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1974,Historical,-860.0,,,65.0,925.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1975,Historical,-829.0,,,52.0,881.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1976,Historical,-956.0,,,64.0,1020.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1977,Historical,-956.0,,,52.0,1008.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1978,Historical,-969.0,,,52.0,1021.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1979,Historical,-996.0,,,43.0,1039.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1980,Historical,-1001.0,,,64.0,1065.0,"(2, 1, 2)","(0, 1, 0)",
