Country,Year,Type,Net_Trade,Net_CI_Low,Net_CI_High,Exports,Imports,Exports_Order,Imports_Order,Avg_MAPE
Japan,1983,Historical,-4406.0,,,9.0,4415.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1984,Historical,-4566.0,,,12.0,4578.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1985,Historical,-4339.0,,,13.0,4352.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1986,Historical,-4440.0,,,29.0,4469.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1987,Historical,-4494.0,,,37.0,4531.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1988,Historical,-4762.0,,,19.0,4781.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1989,Historical,-5119.0,,,48.0,5167.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1990,Historical,-5401.0,,,73.0,5474.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1991,Historical,-5259.0,,,103.0,5362.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1992,Historical,-5491.0,,,117.0,5608.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1993,Historical,-5400.0,,,145.0,5545.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1994,Historical,-5762.0,,,151.0,5913.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1995,Historical,-5709.0,,,176.0,5885.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1996,Historical,-5742.0,,,153.0,5895.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1997,Historical,-5635.0,,,174.0,5809.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1998,Historical,-5416.0,,,133.0,5549.0,"(2, 1, 0)","(0, 1, 0)",
Japan,1999,Historical,-5459.0,,,105.0,5564.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2000,Historical,-5560.0,,,88.0,5648.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2001,Historical,-5220.0,,,96.0,5316.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2002,Historical,-5336.0,,,76.0,5412.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2003,Historical,-5373.0,,,78.0,5451.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2004,Historical,-5288.0,,,90.0,5378.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2005,Historical,-5335.0,,,174.0,5509.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2006,Historical,-5081.0,,,196.0,5277.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2007,Historical,-4953.0,,,288.0,5241.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2008,Historical,-4651.0,,,388.0,5039.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2009,Historical,-4278.0,,,345.0,4623.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2010,Historical,-4409.0,,,349.0,4758.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2011,Historical,-4477.0,,,277.0,4754.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2012,Historical,-4573.0,,,258.0,4831.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2013,Historical,-4376.0,,,341.0,4717.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2014,Historical,-4112.0,,,320.0,4432.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2015,Historical,-4029.0,,,373.0,4402.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2016,Historical,-3870.0,,,369.0,4239.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2017,Historical,-3879.3,,,355.9,4235.2,"(2, 1, 0)","(0, 1, 0)",
Japan,2018,Historical,-3721.4,,,355.4,4076.7,"(2, 1, 0)","(0, 1, 0)",
Japan,2019,Historical,-3591.8,,,382.3,3974.2,"(2, 1, 0)","(0, 1, 0)",
Japan,2020,Historical,-3180.3,,,194.0,3374.3,"(2, 1, 0)","(0, 1, 0)",
Japan,2021,Historical,-3342.4,,,265.1,3607.6,"(2, 1, 0)","(0, 1, 0)",
Japan,2022,Historical,-3332.4,,,342.6,3675.0,"(2, 1, 0)","(0, 1, 0)",
Japan,2023,Historical,-3207.8,,,257.7,3465.5,"(2, 1, 0)","(0, 1, 0)",
Japan,2024,Forecast,-3236.5,-3750.8,-2599.4,229.0,3465.5,"(2, 1, 0)","(0, 1, 0)",23.7
Japan,2025,Forecast,-3209.4,-3945.7,-2149.7,256.1,3465.5,"(2, 1, 0)","(0, 1, 0)",23.7
Japan,2026,Forecast,-3195.3,-4087.5,-1904.0,270.2,3465.5,"(2, 1, 0)","(0, 1, 0)",23.7
Japan,2027,Forecast,-3206.9,-4216.4,-1777.2,258.6,3465.5,"(2, 1, 0)","(0, 1, 0)",23.7
Japan,2028,Forecast,-3213.0,-4334.1,-1587.2,252.5,3465.5,"(2, 1, 0)","(0, 1, 0)",23.7
Japan,2029,Forecast,-3208.7,-4440.3,-1343.0,256.8,3465.5,"(2, 1, 0)","(0, 1, 0)",23.7
Japan,2030,Forecast,-3205.9,-4538.7,-1129.4,259.6,3465.5,"(2, 1, 0)","(0, 1, 0)",23.7
Kazakhstan,1971,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1972,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1973,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1974,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1975,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1976,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1977,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1978,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1979,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1980,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1981,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1982,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1983,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1984,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1985,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1986,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1987,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1988,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1989,Historical,0.0,,,0.0,0.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1990,Historical,98.0,,,426.0,328.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1991,Historical,62.0,,,482.0,420.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1992,Historical,73.0,,,432.0,359.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1993,Historical,119.0,,,377.0,258.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1994,Historical,143.0,,,216.0,73.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1995,Historical,177.0,,,223.0,46.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1996,Historical,250.0,,,278.0,28.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1997,Historical,320.0,,,371.0,51.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1998,Historical,325.0,,,385.0,60.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,1999,Historical,458.0,,,492.0,34.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2000,Historical,536.0,,,614.0,78.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2001,Historical,631.0,,,719.0,88.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2002,Historical,761.0,,,853.0,92.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2003,Historical,847.0,,,929.0,82.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2004,Historical,961.0,,,1072.0,111.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2005,Historical,1074.0,,,1188.0,114.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2006,Historical,1031.0,,,1197.0,166.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2007,Historical,1056.0,,,1247.0,191.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2008,Historical,1189.0,,,1303.0,114.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2009,Historical,1351.0,,,1506.0,155.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2010,Historical,1383.0,,,1537.0,154.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2011,Historical,1387.0,,,1505.0,118.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2012,Historical,1358.0,,,1527.0,169.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2013,Historical,1318.0,,,1522.0,204.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2014,Historical,1403.0,,,1463.0,60.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2015,Historical,1320.0,,,1361.0,41.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2016,Historical,1259.0,,,1301.0,42.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2017,Historical,1452.7,,,1498.0,45.3,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2018,Historical,1485.4,,,1520.9,35.5,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2019,Historical,1505.0,,,1517.5,12.5,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2020,Historical,1497.6,,,1518.4,20.8,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2021,Historical,1447.0,,,1465.3,18.3,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2022,Historical,1391.1,,,1407.6,16.5,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2023,Historical,1470.5,,,1498.5,28.0,"(1, 1, 2)","(0, 1, 0)",
Kazakhstan,2024,Forecast,1574.2,1177.7,2041.9,1602.2,28.0,"(1, 1, 2)","(0, 1, 0)",51.1
Kazakhstan,2025,Forecast,1590.2,920.4,2537.6,1618.2,28.0,"(1, 1, 2)","(0, 1, 0)",51.1
Kazakhstan,2026,Forecast,1579.9,701.3,3041.8,1607.9,28.0,"(1, 1, 2)","(0, 1, 0)",51.1
Kazakhstan,2027,Forecast,1586.5,567.3,3436.5,1614.5,28.0,"(1, 1, 2)","(0, 1, 0)",51.1
Kazakhstan,2028,Forecast,1582.3,434.3,3850.3,1610.2,28.0,"(1, 1, 2)","(0, 1, 0)",51.1
Kazakhstan,2029,Forecast,1585.0,320.9,4237.3,1613.0,28.0,"(1, 1, 2)","(0, 1, 0)",51.1
Kazakhstan,2030,Forecast,1583.2,206.6,4634.1,1611.2,28.0,"(1, 1, 2)","(0, 1, 0)",51.1
Korea,1971,Historical,-214.0,,,20.0,234.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1972,Historical,-237.0,,,16.0,253.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1973,Historical,-261.0,,,22.0,283.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1974,Historical,-290.0,,,23.0,313.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1975,Historical,-306.0,,,22.0,328.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1976,Historical,-333.0,,,29.0,362.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1977,Historical,-416.0,,,22.0,438.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1978,Historical,-459.0,,,7.0,466.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1979,Historical,-534.0,,,2.0,536.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1980,Historical,-538.0,,,0.0,538.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1981,Historical,-532.0,,,8.0,540.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1982,Historical,-524.0,,,19.0,543.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1983,Historical,-543.0,,,44.0,587.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1984,Historical,-547.0,,,65.0,612.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1985,Historical,-536.0,,,72.0,608.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1986,Historical,-641.0,,,74.0,715.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1987,Historical,-635.0,,,88.0,723.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1988,Historical,-743.0,,,84.0,827.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1989,Historical,-852.0,,,94.0,946.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1990,Historical,-1046.0,,,74.0,1120.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1991,Historical,-1202.0,,,190.0,1392.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1992,Historical,-1510.0,,,250.0,1760.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1993,Historical,-1706.0,,,282.0,1988.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1994,Historical,-1884.0,,,238.0,2122.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1995,Historical,-2007.0,,,311.0,2318.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1996,Historical,-2190.0,,,427.0,2617.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1997,Historical,-2327.0,,,628.0,2955.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1998,Historical,-1966.0,,,808.0,2774.0,"(0, 1, 3)","(1, 1, 1)",
Korea,1999,Historical,-2142.0,,,804.0,2946.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2000,Historical,-2225.0,,,823.0,3048.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2001,Historical,-2155.0,,,810.0,2965.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2002,Historical,-2164.0,,,652.0,2816.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2003,Historical,-2213.0,,,575.0,2788.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2004,Historical,-2188.0,,,644.0,2832.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2005,Historical,-2106.0,,,711.0,2817.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2006,Historical,-2165.0,,,791.0,2956.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2007,Historical,-2168.0,,,801.0,2969.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2008,Historical,-2051.0,,,917.0,2968.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2009,Historical,-2149.0,,,913.0,3062.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2010,Historical,-2232.0,,,945.0,3177.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2011,Historical,-2175.0,,,1129.0,3304.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2012,Historical,-2236.0,,,1211.0,3447.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2013,Historical,-2216.0,,,1179.0,3395.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2014,Historical,-2205.0,,,1231.0,3436.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2015,Historical,-2346.0,,,1314.0,3660.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2016,Historical,-2528.0,,,1341.0,3869.0,"(0, 1, 3)","(1, 1, 1)",
Korea,2017,Historical,-2531.7,,,1396.1,3927.8,"(0, 1, 3)","(1, 1, 1)",
Korea,2018,Historical,-2518.8,,,1476.0,3994.8,"(0, 1, 3)","(1, 1, 1)",
Korea,2019,Historical,-2443.0,,,1449.0,3892.1,"(0, 1, 3)","(1, 1, 1)",
Korea,2020,Historical,-2339.7,,,1286.1,3625.8,"(0, 1, 3)","(1, 1, 1)",
Korea,2021,Historical,-2482.4,,,1232.9,3715.3,"(0, 1, 3)","(1, 1, 1)",
Korea,2022,Historical,-2415.8,,,1377.3,3793.1,"(0, 1, 3)","(1, 1, 1)",
Korea,2023,Historical,-2406.9,,,1370.7,3777.6,"(0, 1, 3)","(1, 1, 1)",
Korea,2024,Forecast,-2470.2,-3519.9,-971.8,1312.6,3782.8,"(0, 1, 3)","(1, 1, 1)",11.9
Korea,2025,Forecast,-2531.5,-4214.8,921.5,1256.2,3787.7,"(0, 1, 3)","(1, 1, 1)",11.9
Korea,2026,Forecast,-2510.0,-4772.7,3653.5,1282.1,3792.1,"(0, 1, 3)","(1, 1, 1)",11.9
Korea,2027,Forecast,-2514.2,-5313.9,6041.3,1282.1,3796.3,"(0, 1, 3)","(1, 1, 1)",11.9
Korea,2028,Forecast,-2518.0,-5899.3,8702.0,1282.1,3800.1,"(0, 1, 3)","(1, 1, 1)",11.9
Korea,2029,Forecast,-2521.6,-6542.8,11671.5,1282.1,3803.7,"(0, 1, 3)","(1, 1, 1)",11.9
Korea,2030,Forecast,-2524.9,-7254.4,14984.0,1282.1,3807.0,"(0, 1, 3)","(1, 1, 1)",11.9
Kuwait,1971,Historical,3077.0,,,3077.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1972,Historical,3253.0,,,3253.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1973,Historical,2982.0,,,2982.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1974,Historical,2527.0,,,2527.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1975,Historical,2105.0,,,2105.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1976,Historical,2129.0,,,2129.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1977,Historical,1929.0,,,1929.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1978,Historical,2073.0,,,2073.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1979,Historical,2513.0,,,2513.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1980,Historical,1567.0,,,1567.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1981,Historical,1017.0,,,1017.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1982,Historical,679.0,,,679.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1983,Historical,934.0,,,934.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1984,Historical,1081.0,,,1081.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1985,Historical,942.0,,,942.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1986,Historical,1006.0,,,1006.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1987,Historical,1128.0,,,1128.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1988,Historical,1307.0,,,1307.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1989,Historical,1565.0,,,1565.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1990,Historical,864.0,,,864.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1991,Historical,152.0,,,152.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1992,Historical,993.0,,,993.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1993,Historical,1861.0,,,1861.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1994,Historical,1970.0,,,1970.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1995,Historical,1984.0,,,1984.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1996,Historical,1989.0,,,1989.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1997,Historical,1991.0,,,1991.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1998,Historical,1992.0,,,1992.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,1999,Historical,1787.0,,,1787.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2000,Historical,1900.0,,,1900.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2001,Historical,1834.0,,,1834.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2002,Historical,1613.0,,,1613.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2003,Historical,1978.0,,,1978.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2004,Historical,2137.0,,,2137.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2005,Historical,2371.0,,,2371.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2006,Historical,2488.0,,,2488.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2007,Historical,2400.0,,,2400.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2008,Historical,2484.0,,,2484.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2009,Historical,2022.0,,,2022.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2010,Historical,2098.0,,,2098.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2011,Historical,2488.0,,,2488.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2012,Historical,2788.0,,,2788.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2013,Historical,2762.0,,,2762.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2014,Historical,2774.0,,,2774.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2015,Historical,2723.0,,,2723.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2016,Historical,2841.0,,,2841.0,0.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2017,Historical,2597.8,,,2613.3,15.5,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2018,Historical,2635.4,,,2666.4,31.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2019,Historical,2589.0,,,2606.0,17.0,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2020,Historical,2395.1,,,2408.8,13.7,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2021,Historical,2436.1,,,2471.1,35.1,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2022,Historical,2517.3,,,2548.0,30.7,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2023,Historical,2509.9,,,2523.5,13.6,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2024,Forecast,2502.2,1200.5,5173.7,2527.1,24.9,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2025,Forecast,2494.0,969.1,6254.3,2536.4,42.4,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2026,Forecast,2518.2,950.6,6587.4,2536.4,18.2,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2027,Forecast,2519.3,906.4,6902.0,2536.4,17.1,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2028,Forecast,2494.4,823.8,7200.4,2536.4,42.1,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2029,Forecast,2507.9,805.4,7523.6,2536.4,28.5,"(0, 1, 2)","(3, 1, 0)",
Kuwait,2030,Forecast,2521.9,793.6,7846.9,2536.4,14.5,"(0, 1, 2)","(3, 1, 0)",
Norway,1971,Historical,-154.0,,,39.0,193.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1972,Historical,-136.0,,,77.0,213.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1973,Historical,-139.0,,,73.0,212.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1974,Historical,-131.0,,,81.0,212.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1975,Historical,33.0,,,208.0,175.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1976,Historical,103.0,,,324.0,221.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1977,Historical,80.0,,,282.0,202.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1978,Historical,143.0,,,360.0,217.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1979,Historical,189.0,,,385.0,196.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1980,Historical,299.0,,,458.0,159.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1981,Historical,316.0,,,437.0,121.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1982,Historical,322.0,,,443.0,121.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1983,Historical,465.0,,,557.0,92.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1984,Historical,547.0,,,647.0,100.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1985,Historical,617.0,,,702.0,85.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1986,Historical,674.0,,,787.0,113.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1987,Historical,817.0,,,935.0,118.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1988,Historical,977.0,,,1058.0,81.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1989,Historical,1337.0,,,1419.0,82.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1990,Historical,1461.0,,,1551.0,90.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1991,Historical,1729.0,,,1814.0,85.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1992,Historical,1991.0,,,2066.0,75.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1993,Historical,2135.0,,,2222.0,87.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1994,Historical,2455.0,,,2540.0,85.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1995,Historical,2648.0,,,2743.0,95.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1996,Historical,2982.0,,,3073.0,91.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1997,Historical,3013.0,,,3117.0,104.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1998,Historical,2878.0,,,2984.0,106.0,"(3, 1, 1)","(0, 1, 0)",
Norway,1999,Historical,2851.0,,,2955.0,104.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2000,Historical,3069.0,,,3160.0,91.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2001,Historical,3193.0,,,3282.0,89.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2002,Historical,3059.0,,,3150.0,91.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2003,Historical,2930.0,,,3019.0,89.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2004,Historical,2876.0,,,2963.0,87.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2005,Historical,2632.0,,,2733.0,101.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2006,Historical,2432.0,,,2525.0,93.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2007,Historical,2295.0,,,2399.0,104.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2008,Historical,2116.0,,,2220.0,104.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2009,Historical,2053.0,,,2170.0,117.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2010,Historical,1823.0,,,1944.0,121.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2011,Historical,1752.0,,,1864.0,112.0,"(3, 1, 1)","(0, 1, 0)",
Norway,2012,Historical,1605.0,,,1722.0,117.0,"(3, 1, 1)","(0, 1, 0)",
